,Unnamed: 0,ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
82,82,137.116.195.jga,2017-06-26,00:00:00,0.0,1553733.0,0001172661-17-001119,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
83,83,137.116.195.jga,2017-06-26,00:00:00,0.0,1484148.0,0000950123-17-004380,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
84,84,137.116.195.jga,2017-06-26,00:00:00,0.0,1050442.0,0001050442-17-000006,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
85,85,137.116.195.jga,2017-06-26,00:00:00,0.0,1063296.0,0000905718-17-000559,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
86,86,137.116.195.jga,2017-06-26,00:00:00,0.0,1568820.0,0001606587-17-000351,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
87,87,137.116.195.jga,2017-06-26,00:00:00,0.0,1542280.0,0001144204-17-027232,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
88,88,138.246.2.cha,2017-06-26,00:00:00,0.0,1133494.0,0001144204-06-022511,0001144204-06-022511.txt,200.0,8119.0,0.0,0.0,0.0,10.0,0.0,
89,89,141.160.13.ihd,2017-06-26,00:00:00,0.0,912595.0,0001127602-17-002498,0001127602-17-002498.txt,200.0,6526.0,0.0,0.0,0.0,10.0,0.0,
90,90,141.160.13.ihd,2017-06-26,00:00:00,0.0,912595.0,0001127602-17-002497,0001127602-17-002497.txt,200.0,6432.0,0.0,0.0,0.0,10.0,0.0,
91,91,158.132.91.haf,2017-06-26,00:00:00,0.0,1513161.0,0001209191-15-034346,0001209191-15-034346.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
92,92,158.132.91.haf,2017-06-26,00:00:00,0.0,1513161.0,0001209191-15-034346,0001209191-15-034346.txt,200.0,2440.0,0.0,0.0,0.0,10.0,0.0,
93,93,158.132.91.haf,2017-06-26,00:00:00,0.0,1512507.0,0001144204-15-022931,0001144204-15-022931.txt,200.0,2518.0,0.0,0.0,0.0,10.0,0.0,
94,94,163.172.71.jij,2017-06-26,00:00:00,0.0,1046880.0,0001144204-13-012370,v336807_sc13da.htm,301.0,671.0,0.0,0.0,0.0,10.0,0.0,
95,95,167.160.109.ajc,2017-06-26,00:00:00,0.0,945276.0,0000890566-01-000193,0000890566-01-000193.txt,200.0,10594.0,0.0,0.0,0.0,10.0,0.0,
96,96,167.160.109.ajc,2017-06-26,00:00:00,0.0,883558.0,0000912057-01-007147,0000912057-01-007147.txt,200.0,86919.0,0.0,0.0,0.0,10.0,0.0,
97,97,172.113.252.hdj,2017-06-26,00:00:00,0.0,1619017.0,0001619017-14-000001,primary_doc.xml,200.0,6240.0,0.0,0.0,0.0,10.0,0.0,
98,98,172.113.252.hdj,2017-06-26,00:00:00,0.0,1582126.0,0001582123-13-000002,primary_doc.xml,200.0,6141.0,0.0,0.0,0.0,10.0,0.0,
99,99,184.56.140.ide,2017-06-26,00:00:00,0.0,1369774.0,0001144204-10-028669,0001144204-10-028669.txt,200.0,7583042.0,0.0,0.0,0.0,10.0,0.0,
100,100,192.41.128.bbi,2017-06-26,00:00:00,0.0,1395205.0,0001092306-08-000595,0001092306-08-000595.txt,200.0,217316.0,0.0,0.0,0.0,10.0,0.0,
101,101,192.41.128.bbi,2017-06-26,00:00:00,0.0,1395205.0,0001092306-08-000538,0001092306-08-000538.txt,200.0,8352.0,0.0,0.0,0.0,10.0,0.0,
102,102,192.41.128.bbi,2017-06-26,00:00:00,0.0,751085.0,0001104659-08-052644,0001104659-08-052644.txt,200.0,23724.0,0.0,0.0,0.0,10.0,0.0,
103,103,203.210.68.jhi,2017-06-26,00:00:00,0.0,1648955.0,0001144204-17-028529,-index.htm,200.0,3568.0,1.0,0.0,0.0,1.0,0.0,
104,104,207.46.13.geh,2017-06-26,00:00:00,0.0,1585689.0,0001585689-17-000131,q12017exhibit1012-formofre.htm,200.0,23150.0,0.0,0.0,0.0,10.0,0.0,
105,105,207.46.13.geh,2017-06-26,00:00:00,0.0,1419852.0,0001144204-16-115472,xslF345X03/v445522_form4.xml,200.0,4759.0,0.0,0.0,0.0,10.0,0.0,
106,106,207.46.13.geh,2017-06-26,00:00:00,0.0,1001082.0,0001104659-12-086790,a12-30195_28k.htm,200.0,3312.0,0.0,0.0,0.0,10.0,0.0,
107,107,213.105.134.fjf,2017-06-26,00:00:00,0.0,1347683.0,0001047469-12-000764,a2206796z13f-hr.txt,200.0,8676.0,0.0,0.0,0.0,10.0,0.0,
108,108,216.244.66.ddh,2017-06-26,00:00:00,0.0,829224.0,0000829224-14-000037,sbux-9282014xexhibit991.htm,200.0,1200949.0,0.0,0.0,0.0,10.0,0.0,
109,109,217.182.132.agj,2017-06-26,00:00:00,0.0,10795.0,0001193125-14-369291,d803726d425.htm,200.0,32027.0,0.0,0.0,0.0,10.0,0.0,
110,110,217.182.132.bge,2017-06-26,00:00:00,0.0,799698.0,0001250853-10-000083,0001250853-10-000083.txt,200.0,2537.0,0.0,0.0,0.0,10.0,0.0,
111,111,218.94.86.gcd,2017-06-26,00:00:00,0.0,1570585.0,0001570585-17-000214,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
112,112,35.167.212.fha,2017-06-26,00:00:00,0.0,1038339.0,0001284812-07-000076,-index.htm,200.0,2848.0,1.0,0.0,0.0,10.0,0.0,
113,113,35.167.212.fha,2017-06-26,00:00:00,0.0,1038339.0,0000932471-07-000397,-index.htm,200.0,2839.0,1.0,0.0,0.0,10.0,0.0,
114,114,35.167.212.fha,2017-06-26,00:00:00,0.0,1038339.0,0000064782-07-000013,-index.htm,200.0,2866.0,1.0,0.0,0.0,10.0,0.0,
115,115,38.140.198.dgd,2017-06-26,00:00:00,0.0,1158399.0,0001062993-17-003003,form6k.htm,301.0,658.0,0.0,0.0,0.0,10.0,0.0,
116,116,38.140.198.dgd,2017-06-26,00:00:00,0.0,312070.0,0001104659-17-041224,-index.htm,200.0,7255.0,1.0,0.0,0.0,10.0,0.0,
117,117,38.140.198.dgd,2017-06-26,00:00:00,0.0,312070.0,0001104659-17-041224,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
118,118,38.140.198.dgd,2017-06-26,00:00:00,0.0,1158399.0,0001062993-17-003003,form6k.htm,200.0,4673.0,0.0,0.0,0.0,10.0,0.0,
119,119,38.140.198.dgd,2017-06-26,00:00:00,0.0,1158399.0,0001062993-17-003003,exhibit99-1.htm,301.0,666.0,0.0,0.0,0.0,10.0,0.0,
120,120,38.140.198.dgd,2017-06-26,00:00:00,0.0,1158399.0,0001062993-17-003003,exhibit99-1.htm,200.0,5114.0,0.0,0.0,0.0,10.0,0.0,
121,121,40.114.246.eaj,2017-06-26,00:00:00,0.0,1358706.0,0001172661-17-001035,-index.htm,200.0,7399.0,1.0,0.0,0.0,10.0,0.0,
122,122,40.114.246.eaj,2017-06-26,00:00:00,0.0,1484148.0,0000950123-17-004380,-index.htm,200.0,7496.0,1.0,0.0,0.0,10.0,0.0,
123,123,40.114.246.eaj,2017-06-26,00:00:00,0.0,1278951.0,0001278951-17-000004,-index.htm,200.0,7492.0,1.0,0.0,0.0,10.0,0.0,
124,124,40.114.246.eaj,2017-06-26,00:00:00,0.0,1553733.0,0001172661-17-001119,-index.htm,200.0,7395.0,1.0,0.0,0.0,10.0,0.0,
125,125,40.114.246.eaj,2017-06-26,00:00:00,0.0,1478982.0,0001085146-16-004698,-index.htm,200.0,7493.0,1.0,0.0,0.0,10.0,0.0,
126,126,40.77.167.hbc,2017-06-26,00:00:00,0.0,1430592.0,0001193125-17-072348,-index.htm,200.0,2740.0,1.0,0.0,0.0,10.0,0.0,
127,127,49.44.51.bfb,2017-06-26,00:00:00,0.0,1008946.0,0000898432-04-000439,0000898432-04-000439.txt,200.0,19140.0,0.0,0.0,0.0,10.0,0.0,
128,128,49.77.226.jca,2017-06-26,00:00:00,0.0,1357204.0,0001357204-17-000029,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
129,129,49.77.226.jca,2017-06-26,00:00:00,0.0,1357204.0,0001357204-17-000029,-index.htm,206.0,2814.0,1.0,0.0,0.0,10.0,0.0,
130,130,52.73.130.fhf,2017-06-26,00:00:00,0.0,917520.0,0000917520-04-000026,0000917520-04-000026.txt,200.0,42488.0,0.0,0.0,0.0,10.0,0.0,
131,131,52.90.157.idh,2017-06-26,00:00:00,0.0,849399.0,9999999997-17-007235,9999999997-17-007235.paper,200.0,1000.0,0.0,0.0,0.0,10.0,0.0,
132,132,52.90.157.idh,2017-06-26,00:00:00,0.0,849399.0,9999999997-17-007235,-index.htm,200.0,2678.0,1.0,0.0,0.0,10.0,0.0,
133,133,52.90.157.idh,2017-06-26,00:00:00,0.0,849399.0,9999999997-17-007235,9999999997-17-007235.txt,200.0,1467.0,0.0,0.0,0.0,10.0,0.0,
134,134,54.158.86.dci,2017-06-26,00:00:00,0.0,1344980.0,0001179110-17-007579,-index.htm,200.0,7542.0,1.0,0.0,0.0,10.0,0.0,
135,135,54.158.86.dci,2017-06-26,00:00:00,0.0,1344980.0,0001179110-17-007580,-index.htm,200.0,7495.0,1.0,0.0,0.0,10.0,0.0,
136,136,54.161.162.fec,2017-06-26,00:00:00,0.0,77281.0,0000769993-07-000936,0000769993-07-000936.hdr.sgml,200.0,1075.0,0.0,0.0,0.0,10.0,0.0,
137,137,54.161.162.fec,2017-06-26,00:00:00,0.0,1415336.0,0001181431-13-053172,0001181431-13-053172.txt,200.0,2275.0,0.0,0.0,0.0,10.0,0.0,
138,138,54.166.26.aca,2017-06-26,00:00:00,0.0,40934.0,0000950152-02-001663,0000950152-02-001663.hdr.sgml,200.0,1030.0,0.0,0.0,0.0,10.0,0.0,
139,139,54.166.26.aca,2017-06-26,00:00:00,0.0,1026977.0,0001116679-05-002187,0001116679-05-002187.txt,0.0,18448.0,0.0,0.0,0.0,10.0,0.0,
140,140,54.173.101.aha,2017-06-26,00:00:00,0.0,932782.0,9999999997-16-026706,9999999997-16-026706.txt,200.0,2066.0,0.0,0.0,0.0,10.0,0.0,
141,141,54.173.181.ghf,2017-06-26,00:00:00,0.0,1581908.0,0001581908-17-000039,-index.htm,200.0,2916.0,1.0,0.0,0.0,10.0,0.0,
142,142,54.175.208.fdh,2017-06-26,00:00:00,0.0,67279.0,0001437749-17-011672,-index.htm,200.0,3074.0,1.0,0.0,0.0,10.0,0.0,
143,143,54.205.178.jhi,2017-06-26,00:00:00,0.0,1114446.0,0001114446-13-004297,0001114446-13-004297.txt,0.0,56476.0,0.0,0.0,0.0,10.0,0.0,
144,144,54.205.178.jhi,2017-06-26,00:00:00,0.0,1114446.0,0001114446-13-004297,0001114446-13-004297.hdr.sgml,200.0,1015.0,0.0,0.0,0.0,10.0,0.0,
145,145,54.205.178.jhi,2017-06-26,00:00:00,0.0,832988.0,0001181431-13-053215,0001181431-13-053215.txt,200.0,2142.0,0.0,0.0,0.0,10.0,0.0,
146,146,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000030,-index.htm,301.0,287.0,1.0,0.0,1.0,10.0,0.0,
147,147,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000033,ex99122117pr-01.htm,301.0,276.0,0.0,0.0,1.0,10.0,0.0,
148,148,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000030,-index.htm,200.0,6771.0,1.0,0.0,0.0,10.0,0.0,
149,149,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000030,-index.htm,301.0,676.0,1.0,0.0,0.0,10.0,0.0,
150,150,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000033,ex99122117pr-01.htm,200.0,5553.0,0.0,0.0,0.0,10.0,0.0,
151,151,54.212.94.jcd,2017-06-26,00:00:00,0.0,877860.0,0000877860-17-000033,ex99122117pr-01.htm,301.0,667.0,0.0,0.0,0.0,10.0,0.0,
152,152,54.67.64.eij,2017-06-26,00:00:00,0.0,1528098.0,0001493152-17-007006,primary_doc.xml,200.0,2093.0,0.0,0.0,0.0,10.0,0.0,
153,153,54.75.252.bfc,2017-06-26,00:00:00,0.0,1114446.0,0001114446-17-004070,-index.html,200.0,2789.0,1.0,0.0,0.0,10.0,0.0,
154,154,54.80.234.jhf,2017-06-26,00:00:00,0.0,1311369.0,0001144204-11-040850,0001144204-11-040850.txt,200.0,4782.0,0.0,0.0,0.0,10.0,0.0,
155,155,54.80.234.jhf,2017-06-26,00:00:00,0.0,1311369.0,0001144204-11-040850,0001144204-11-040850.hdr.sgml,200.0,1120.0,0.0,0.0,0.0,10.0,0.0,
156,156,54.80.234.jhf,2017-06-26,00:00:00,0.0,1285819.0,0001181431-13-052715,0001181431-13-052715.txt,200.0,3890.0,0.0,0.0,0.0,10.0,0.0,
157,157,54.82.158.iee,2017-06-26,00:00:00,0.0,12601.0,0000870786-04-000214,0000870786-04-000214.hdr.sgml,200.0,1078.0,0.0,0.0,0.0,10.0,0.0,
158,158,54.82.158.iee,2017-06-26,00:00:00,0.0,822671.0,0000869392-97-000349,0000869392-97-000349.txt,200.0,2660.0,0.0,0.0,0.0,10.0,0.0,
159,159,54.91.240.cca,2017-06-26,00:00:00,0.0,819539.0,0000819539-04-000012,0000819539-04-000012.txt,200.0,2853.0,0.0,0.0,0.0,10.0,0.0,
160,160,62.65.39.jcf,2017-06-26,00:00:00,0.0,1502976.0,0001144204-16-134474,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
161,161,62.65.39.jcf,2017-06-26,00:00:00,0.0,1502976.0,0001144204-16-134474,-index.htm,200.0,2714.0,1.0,0.0,0.0,10.0,0.0,
162,162,63.140.112.fdh,2017-06-26,00:00:00,0.0,72331.0,0000950152-97-000543,0000950152-97-000543.txt,200.0,54787.0,0.0,0.0,0.0,10.0,0.0,
