,ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
1084,117.91.1.hee,2017-06-26,00:00:05,0.0,1409970.0,0001409970-17-000692,-index.htm,200.0,6521.0,1.0,0.0,0.0,10.0,0.0,
1085,121.40.65.ebc,2017-06-26,00:00:05,0.0,791519.0,0000791519-17-000070,-index.htm,206.0,2884.0,1.0,0.0,0.0,10.0,0.0,
1086,121.40.65.ebc,2017-06-26,00:00:05,0.0,791519.0,0000791519-17-000070,-index.htm,301.0,675.0,1.0,0.0,0.0,10.0,0.0,
1087,123.123.182.fef,2017-06-26,00:00:05,0.0,1516522.0,0001014897-14-000414,Financial_Report.xlsx,200.0,106870.0,0.0,0.0,0.0,10.0,0.0,
1088,128.175.241.beg,2017-06-26,00:00:05,0.0,895663.0,0000950129-06-009307,h40814exv99w1.htm,301.0,663.0,0.0,0.0,0.0,10.0,0.0,
1089,128.175.241.beg,2017-06-26,00:00:05,0.0,895663.0,0000950129-06-009307,h40814exv99w1.htm,200.0,52854.0,0.0,0.0,0.0,10.0,0.0,
1090,128.175.241.beg,2017-06-26,00:00:05,0.0,895663.0,0000950129-06-009307,.txt,200.0,68055.0,0.0,0.0,0.0,10.0,0.0,
1091,128.175.241.beg,2017-06-26,00:00:05,0.0,895663.0,0000950129-06-009307,.txt,301.0,642.0,0.0,0.0,0.0,10.0,0.0,
1092,128.91.91.iji,2017-06-26,00:00:05,0.0,889005.0,0000889005-97-000002,.txt,200.0,73238.0,0.0,0.0,0.0,10.0,0.0,
1093,138.246.2.cha,2017-06-26,00:00:05,0.0,744667.0,0001144204-06-030296,.txt,200.0,5737.0,0.0,0.0,0.0,10.0,0.0,
1094,138.246.2.cha,2017-06-26,00:00:05,0.0,1045986.0,0001045986-06-000004,.txt,200.0,5280.0,0.0,0.0,0.0,10.0,0.0,
1095,138.246.2.cha,2017-06-26,00:00:05,0.0,744667.0,0001144204-06-030298,.txt,200.0,5814.0,0.0,0.0,0.0,10.0,0.0,
1096,158.132.91.haf,2017-06-26,00:00:05,0.0,1518012.0,0001140361-15-015503,.txt,301.0,643.0,0.0,0.0,0.0,10.0,0.0,
1097,158.132.91.haf,2017-06-26,00:00:05,0.0,1518012.0,0001140361-15-015503,.txt,200.0,2573.0,0.0,0.0,0.0,10.0,0.0,
1098,158.132.91.haf,2017-06-26,00:00:05,0.0,1517406.0,0001179110-15-006328,.txt,200.0,2595.0,0.0,0.0,0.0,10.0,0.0,
1099,163.231.6.edc,2017-06-26,00:00:05,0.0,1005210.0,0001193125-12-396821,d406479dex992.htm,301.0,665.0,0.0,0.0,0.0,10.0,0.0,
1100,163.231.6.edc,2017-06-26,00:00:05,0.0,1005210.0,0001193125-12-396821,d406479dex992.htm,301.0,270.0,0.0,0.0,1.0,10.0,0.0,
1101,167.160.109.ajc,2017-06-26,00:00:05,0.0,722571.0,0000950134-01-002079,.txt,200.0,376965.0,0.0,0.0,0.0,10.0,0.0,
1102,167.160.109.ajc,2017-06-26,00:00:05,0.0,1041665.0,0000950159-01-500022,.txt,200.0,11508.0,0.0,0.0,0.0,10.0,0.0,
1103,167.219.0.egd,2017-06-26,00:00:05,0.0,1172010.0,9999999995-13-001588,-index.htm,200.0,308981.0,1.0,0.0,0.0,10.0,0.0,
1104,167.219.0.egd,2017-06-26,00:00:05,0.0,1172010.0,9999999995-13-001588,.hdr.sgml,200.0,127383.0,0.0,0.0,0.0,10.0,0.0,
1105,173.254.28.geh,2017-06-26,00:00:05,0.0,1691477.0,0001691477-17-000001,-index.htm,200.0,6778.0,1.0,0.0,0.0,10.0,0.0,
1106,173.254.28.geh,2017-06-26,00:00:05,0.0,1676315.0,0001676315-17-000007,-index.htm,200.0,6444.0,1.0,0.0,0.0,10.0,0.0,
1107,173.254.28.geh,2017-06-26,00:00:05,0.0,1676315.0,0001676315-17-000007,-index.htm,301.0,673.0,1.0,0.0,0.0,10.0,0.0,
1108,173.254.28.geh,2017-06-26,00:00:05,0.0,1689304.0,0001670254-17-000024,-index.htm,200.0,9921.0,1.0,0.0,0.0,10.0,0.0,
1109,173.254.28.geh,2017-06-26,00:00:05,0.0,1691477.0,0001691477-17-000001,-index.htm,301.0,673.0,1.0,0.0,0.0,10.0,0.0,
1110,180.76.15.eij,2017-06-26,00:00:05,0.0,1145558.0,0001116679-01-500512,-index.htm,301.0,654.0,1.0,0.0,0.0,10.0,0.0,
1111,180.76.15.fab,2017-06-26,00:00:05,0.0,1145558.0,0001116679-01-500512,-index.htm,200.0,6135.0,1.0,0.0,0.0,10.0,0.0,
1112,184.56.140.ide,2017-06-26,00:00:05,0.0,1376793.0,0001144204-10-028648,.txt,200.0,6664010.0,0.0,0.0,0.0,10.0,0.0,
1113,184.56.140.ide,2017-06-26,00:00:05,0.0,1376793.0,0001144204-10-028648,.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
1114,192.41.128.bbi,2017-06-26,00:00:05,0.0,1063262.0,0001213900-08-001774,.txt,200.0,26084.0,0.0,0.0,0.0,10.0,0.0,
1115,192.41.128.bbi,2017-06-26,00:00:05,0.0,859368.0,0000950153-08-001590,.txt,200.0,582739.0,0.0,0.0,0.0,10.0,0.0,
1116,198.199.84.bfb,2017-06-26,00:00:05,0.0,1704840.0,0001104659-17-041359,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
1117,198.199.84.bfb,2017-06-26,00:00:05,0.0,1470099.0,0001209191-17-041785,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
1118,198.199.84.bfb,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,a4.xml,200.0,6053.0,0.0,0.0,0.0,10.0,0.0,
1119,198.199.84.bfb,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,a4.xml,301.0,647.0,0.0,0.0,0.0,10.0,0.0,
1120,198.199.84.bfb,2017-06-26,00:00:05,0.0,1704840.0,0001104659-17-041359,-index.htm,200.0,7544.0,1.0,0.0,0.0,10.0,0.0,
1121,198.199.84.bfb,2017-06-26,00:00:05,0.0,1470099.0,0001209191-17-041785,-index.htm,200.0,7904.0,1.0,0.0,0.0,10.0,0.0,
1122,207.241.231.iah,2017-06-26,00:00:05,0.0,1027443.0,0001193125-08-151166,.txt,200.0,18470.0,0.0,0.0,0.0,10.0,0.0,
1123,207.46.13.geh,2017-06-26,00:00:05,0.0,1372414.0,0001628280-15-004149,-index.htm,200.0,3239.0,1.0,0.0,0.0,10.0,0.0,
1124,207.46.13.geh,2017-06-26,00:00:05,0.0,1598655.0,0000930413-15-003192,-index.htm,200.0,2740.0,1.0,0.0,0.0,10.0,0.0,
1125,216.206.127.jbj,2017-06-26,00:00:05,0.0,1694010.0,0001694010-17-000022,.txt,200.0,196336263.0,0.0,0.0,0.0,10.0,0.0,
1126,218.94.86.gcd,2017-06-26,00:00:05,0.0,1425287.0,0001213900-17-006731,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
1127,218.94.86.gcd,2017-06-26,00:00:05,0.0,1425287.0,0001213900-17-006731,-index.htm,206.0,2771.0,1.0,0.0,0.0,10.0,0.0,
1128,220.181.108.jie,2017-06-26,00:00:05,0.0,858339.0,0001269949-07-000012,-index.html,301.0,675.0,1.0,0.0,0.0,10.0,0.0,
1129,34.251.234.igh,2017-06-26,00:00:05,0.0,1360533.0,0001580642-15-003404,primary_doc.xml,200.0,1624.0,0.0,0.0,0.0,10.0,0.0,
1130,35.167.212.fha,2017-06-26,00:00:05,0.0,1042810.0,0001140361-07-000398,-index.htm,200.0,2799.0,1.0,0.0,0.0,10.0,0.0,
1131,35.167.212.fha,2017-06-26,00:00:05,0.0,1042810.0,0001140361-07-000400,-index.htm,200.0,2793.0,1.0,0.0,0.0,10.0,0.0,
1132,35.167.212.fha,2017-06-26,00:00:05,0.0,1042810.0,0001140361-07-000395,-index.htm,200.0,2787.0,1.0,0.0,0.0,10.0,0.0,
1133,38.140.198.dgd,2017-06-26,00:00:05,0.0,1160846.0,0001292814-17-001632,oi201706223_6k.htm,200.0,18766.0,0.0,0.0,0.0,10.0,0.0,
1134,38.140.198.dgd,2017-06-26,00:00:05,0.0,1160846.0,0001292814-17-001632,oi201706223_6k.htm,301.0,672.0,0.0,0.0,0.0,10.0,0.0,
1135,40.77.167.hbc,2017-06-26,00:00:05,0.0,103007.0,0000103007-08-000158,-index.htm,200.0,2952.0,1.0,0.0,0.0,10.0,0.0,
1136,40.77.167.hbc,2017-06-26,00:00:05,0.0,853695.0,0000950134-08-015270,d59555exv31w1.htm,200.0,2743.0,0.0,0.0,0.0,10.0,0.0,
1137,49.44.51.bfb,2017-06-26,00:00:05,0.0,1009395.0,0001009395-04-000016,.txt,200.0,350984.0,0.0,0.0,0.0,10.0,0.0,
1138,50.116.50.fdf,2017-06-26,00:00:05,0.0,1488039.0,0001615774-17-002745,xslF345X03/s106364_form4.xml,200.0,15863.0,0.0,0.0,0.0,10.0,0.0,
1139,50.116.50.fdf,2017-06-26,00:00:05,0.0,1488039.0,0001615774-17-002745,-index.htm,200.0,7635.0,1.0,0.0,0.0,10.0,0.0,
1140,52.90.157.idh,2017-06-26,00:00:05,0.0,940942.0,9999999997-17-007254,.paper,200.0,999.0,0.0,0.0,0.0,10.0,0.0,
1141,52.90.157.idh,2017-06-26,00:00:05,0.0,1420565.0,9999999997-17-007252,.txt,200.0,1442.0,0.0,0.0,0.0,10.0,0.0,
1142,52.90.157.idh,2017-06-26,00:00:05,0.0,1420565.0,9999999997-17-007252,.paper,200.0,1000.0,0.0,0.0,0.0,10.0,0.0,
1143,52.90.157.idh,2017-06-26,00:00:05,0.0,1420565.0,9999999997-17-007252,-index.htm,200.0,2711.0,1.0,0.0,0.0,10.0,0.0,
1144,52.90.157.idh,2017-06-26,00:00:05,0.0,1689796.0,9999999997-17-007253,.txt,200.0,1499.0,0.0,0.0,0.0,10.0,0.0,
1145,52.90.157.idh,2017-06-26,00:00:05,0.0,1689796.0,9999999997-17-007253,.paper,200.0,1000.0,0.0,0.0,0.0,10.0,0.0,
1146,52.90.157.idh,2017-06-26,00:00:05,0.0,1689796.0,9999999997-17-007253,-index.htm,200.0,2699.0,1.0,0.0,0.0,10.0,0.0,
1147,52.90.157.idh,2017-06-26,00:00:05,0.0,940942.0,9999999997-17-007254,.txt,200.0,1521.0,0.0,0.0,0.0,10.0,0.0,
1148,52.90.157.idh,2017-06-26,00:00:05,0.0,940942.0,9999999997-17-007254,-index.htm,200.0,2709.0,1.0,0.0,0.0,10.0,0.0,
1149,52.90.157.idh,2017-06-26,00:00:05,0.0,919742.0,9999999997-17-007255,.txt,200.0,165056.0,0.0,0.0,0.0,10.0,0.0,
1150,54.158.86.dci,2017-06-26,00:00:05,0.0,1556766.0,0001209191-17-032612,-index.htm,200.0,7974.0,1.0,0.0,0.0,10.0,0.0,
1151,54.161.162.fec,2017-06-26,00:00:05,0.0,770952.0,0000898432-14-000939,.txt,200.0,2608.0,0.0,0.0,0.0,10.0,0.0,
1152,54.166.26.aca,2017-06-26,00:00:05,0.0,898293.0,0001225208-16-040725,.txt,200.0,2618.0,0.0,0.0,0.0,10.0,0.0,
1153,54.166.26.aca,2017-06-26,00:00:05,0.0,898293.0,0001225208-16-040725,.hdr.sgml,200.0,1239.0,0.0,0.0,0.0,10.0,0.0,
1154,54.173.101.aha,2017-06-26,00:00:05,0.0,932782.0,9999999997-16-026706,.txt,200.0,2066.0,0.0,0.0,0.0,10.0,0.0,
1155,54.175.208.fdh,2017-06-26,00:00:05,0.0,1244937.0,0001244937-17-000062,-index.htm,200.0,2834.0,1.0,0.0,0.0,10.0,0.0,
1156,54.205.178.jhi,2017-06-26,00:00:05,0.0,33769.0,0001193125-14-304852,.txt,0.0,77295.0,0.0,0.0,0.0,10.0,0.0,
1157,54.205.178.jhi,2017-06-26,00:00:05,0.0,33769.0,0001193125-14-304852,.hdr.sgml,200.0,1251.0,0.0,0.0,0.0,10.0,0.0,
1158,54.205.178.jhi,2017-06-26,00:00:05,0.0,352736.0,0000839759-09-000255,.txt,200.0,2364.0,0.0,0.0,0.0,10.0,0.0,
1159,54.212.94.jcd,2017-06-26,00:00:05,0.0,877860.0,0000877860-17-000021,-index.htm,301.0,287.0,1.0,0.0,1.0,10.0,0.0,
1160,54.212.94.jcd,2017-06-26,00:00:05,0.0,877860.0,0000877860-17-000021,-index.htm,200.0,7391.0,1.0,0.0,0.0,10.0,0.0,
1161,54.212.94.jcd,2017-06-26,00:00:05,0.0,877860.0,0000877860-17-000021,-index.htm,301.0,676.0,1.0,0.0,0.0,10.0,0.0,
1162,54.212.94.jcd,2017-06-26,00:00:05,0.0,877860.0,0000877860-17-000023,ex991revpr-01.htm,200.0,252492.0,0.0,0.0,0.0,10.0,0.0,
1163,54.67.64.eij,2017-06-26,00:00:05,0.0,1634423.0,0001144204-17-033871,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
1164,54.67.64.eij,2017-06-26,00:00:05,0.0,99771.0,0000099771-17-000109,-index.htm,301.0,675.0,1.0,0.0,0.0,10.0,0.0,
1165,54.67.64.eij,2017-06-26,00:00:05,0.0,1490918.0,0000902664-17-002712,primary_doc.xml,200.0,2334.0,0.0,0.0,0.0,10.0,0.0,
1166,54.67.64.eij,2017-06-26,00:00:05,0.0,1634423.0,0001144204-17-033871,-index.htm,200.0,2797.0,1.0,0.0,0.0,10.0,0.0,
1167,54.67.64.eij,2017-06-26,00:00:05,0.0,99771.0,0000099771-17-000109,-index.htm,200.0,2964.0,1.0,0.0,0.0,10.0,0.0,
1168,54.75.252.bfc,2017-06-26,00:00:05,0.0,38723.0,0000038723-17-000057,-index.html,200.0,2709.0,1.0,0.0,0.0,10.0,0.0,
1169,54.80.234.jhf,2017-06-26,00:00:05,0.0,1061612.0,0001137171-04-000068,.txt,200.0,5430.0,0.0,0.0,0.0,10.0,0.0,
1170,54.80.234.jhf,2017-06-26,00:00:05,0.0,1061612.0,0001137171-04-000068,.hdr.sgml,200.0,1077.0,0.0,0.0,0.0,10.0,0.0,
1171,54.80.234.jhf,2017-06-26,00:00:05,0.0,313212.0,0000313212-14-000072,.txt,0.0,25170.0,0.0,0.0,0.0,10.0,0.0,
1172,54.91.240.cca,2017-06-26,00:00:05,0.0,1023128.0,0000896595-10-000283,.txt,200.0,2540.0,0.0,0.0,0.0,10.0,0.0,
1173,54.91.240.cca,2017-06-26,00:00:05,0.0,1023128.0,0000896595-10-000283,.hdr.sgml,200.0,1043.0,0.0,0.0,0.0,10.0,0.0,
1174,54.91.240.cca,2017-06-26,00:00:05,0.0,819539.0,0000819539-04-000040,.txt,200.0,2856.0,0.0,0.0,0.0,10.0,0.0,
1175,63.140.112.fdh,2017-06-26,00:00:05,0.0,38777.0,0000038777-96-000161,.txt,200.0,106878.0,0.0,0.0,0.0,10.0,0.0,
1176,63.140.112.fdh,2017-06-26,00:00:05,0.0,52827.0,0000052827-16-000059,.txt,200.0,2853080.0,0.0,0.0,0.0,10.0,0.0,
1177,66.249.66.aag,2017-06-26,00:00:05,0.0,1627693.0,0001193125-14-448585,d829490dex390.htm,200.0,6965.0,0.0,0.0,0.0,10.0,0.0,
1178,66.249.66.chj,2017-06-26,00:00:05,0.0,1441634.0,0001445305-12-000606,ex42.htm,304.0,248.0,0.0,0.0,0.0,10.0,0.0,
1179,66.249.66.jjh,2017-06-26,00:00:05,0.0,1416083.0,0001193125-08-116321,dex102.htm,304.0,248.0,0.0,0.0,0.0,10.0,0.0,
1180,68.180.230.ede,2017-06-26,00:00:05,0.0,1315695.0,0001104659-11-030068,-index.htm,200.0,2769.0,1.0,0.0,0.0,10.0,0.0,
1181,69.126.195.hbc,2017-06-26,00:00:05,0.0,1321730.0,0001193125-10-213116,.txt,200.0,41724.0,0.0,0.0,0.0,10.0,0.0,
1182,70.32.112.aab,2017-06-26,00:00:05,0.0,1462171.0,0000921895-17-001000,-index.htm,200.0,2815.0,1.0,0.0,0.0,10.0,0.0,
1183,70.32.112.aab,2017-06-26,00:00:05,0.0,1462171.0,0000921895-17-001000,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
1184,70.32.112.aab,2017-06-26,00:00:05,0.0,1526825.0,0000919574-17-003325,-index.htm,200.0,3027.0,1.0,0.0,0.0,10.0,0.0,
1185,70.32.112.aab,2017-06-26,00:00:05,0.0,1688941.0,0000899243-17-009896,-index.htm,200.0,2849.0,1.0,0.0,0.0,10.0,0.0,
1186,70.32.112.aab,2017-06-26,00:00:05,0.0,1629137.0,0000899243-17-009893,-index.htm,200.0,2841.0,1.0,0.0,0.0,10.0,0.0,
1187,70.32.112.aab,2017-06-26,00:00:05,0.0,1629137.0,0000899243-17-009893,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
1188,70.32.112.aab,2017-06-26,00:00:05,0.0,1526825.0,0000919574-17-003325,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
1189,70.32.112.aab,2017-06-26,00:00:05,0.0,1688941.0,0000899243-17-009896,-index.htm,301.0,683.0,1.0,0.0,0.0,10.0,0.0,
1190,71.204.145.cih,2017-06-26,00:00:05,0.0,1466815.0,0001564590-14-000629,.txt,200.0,2695035.0,0.0,0.0,0.0,10.0,0.0,
1191,72.198.204.bgd,2017-06-26,00:00:05,0.0,1084577.0,0001213900-17-000263,.txt,200.0,246621.0,0.0,0.0,0.0,10.0,0.0,
1192,72.198.204.bgd,2017-06-26,00:00:05,0.0,927653.0,0001193125-17-047290,.hdr.sgml,200.0,1246.0,0.0,0.0,0.0,10.0,0.0,
1193,72.198.204.bgd,2017-06-26,00:00:05,0.0,927653.0,0001193125-17-047290,.txt,200.0,150055.0,0.0,0.0,0.0,10.0,0.0,
1194,72.30.14.aej,2017-06-26,00:00:05,0.0,709283.0,0000891618-00-004827,-index.htm,200.0,2711.0,1.0,0.0,0.0,10.0,0.0,
1195,73.222.244.jad,2017-06-26,00:00:05,0.0,833320.0,0000950129-00-001238,.txt,200.0,354697.0,0.0,0.0,0.0,10.0,0.0,
1196,73.222.244.jad,2017-06-26,00:00:05,0.0,833320.0,0000950129-00-001238,.txt,200.0,354685.0,0.0,0.0,0.0,10.0,0.0,
1197,85.118.133.fcf,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,a4.xml,200.0,6053.0,0.0,0.0,0.0,10.0,0.0,
1198,85.118.133.fcf,2017-06-26,00:00:05,0.0,1704840.0,0001104659-17-041359,-index.htm,301.0,679.0,1.0,0.0,0.0,10.0,0.0,
1199,85.118.133.fcf,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,-index.htm,200.0,7544.0,1.0,0.0,0.0,10.0,0.0,
1200,85.118.133.fcf,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,-index.htm,301.0,681.0,1.0,0.0,0.0,10.0,0.0,
1201,85.118.133.fcf,2017-06-26,00:00:05,0.0,1428336.0,0001104659-17-041359,a4.xml,301.0,647.0,0.0,0.0,0.0,10.0,0.0,
1202,85.118.133.fcf,2017-06-26,00:00:05,0.0,1704840.0,0001104659-17-041359,-index.htm,200.0,7544.0,1.0,0.0,0.0,10.0,0.0,
1203,86.153.150.jad,2017-06-26,00:00:05,0.0,355019.0,0000355019-11-000017,k8-10524.txt,200.0,2169.0,0.0,0.0,0.0,10.0,0.0,
1204,86.153.150.jad,2017-06-26,00:00:05,0.0,355019.0,0000355019-11-000017,-index.htm,200.0,2690.0,1.0,0.0,0.0,10.0,0.0,
1205,86.153.150.jad,2017-06-26,00:00:05,0.0,766704.0,0001209191-12-006055,doc4.xml,200.0,2150.0,0.0,0.0,0.0,10.0,0.0,
1206,86.153.150.jad,2017-06-26,00:00:05,0.0,1458696.0,0001193125-11-240150,filename1.htm,200.0,10488.0,0.0,0.0,0.0,10.0,0.0,
1207,86.153.150.jad,2017-06-26,00:00:05,0.0,918160.0,0001127602-11-001974,-index.htm,200.0,2806.0,1.0,0.0,0.0,10.0,0.0,
1208,86.153.150.jad,2017-06-26,00:00:05,0.0,319815.0,0001181431-11-032479,rrd313206.xml,200.0,1731.0,0.0,0.0,0.0,10.0,0.0,
1209,86.153.150.jad,2017-06-26,00:00:05,0.0,918160.0,0001127602-11-001974,xslF345X03/form4.xml,200.0,4107.0,0.0,0.0,0.0,10.0,0.0,
1210,86.153.150.jad,2017-06-26,00:00:05,0.0,916183.0,0001209191-11-004068,doc3.xml,200.0,1341.0,0.0,0.0,0.0,10.0,0.0,
1211,89.34.237.idd,2017-06-26,00:00:05,0.0,8802.0,0001006199-96-000035,.txt,200.0,19944.0,0.0,0.0,0.0,10.0,0.0,
1212,94.156.218.jad,2017-06-26,00:00:05,0.0,1524793.0,0001144204-17-033860,-index.htm,200.0,6971.0,1.0,0.0,0.0,10.0,0.0,
1213,94.156.218.jad,2017-06-26,00:00:05,0.0,1185039.0,0001179110-17-009556,.txt,200.0,5780.0,0.0,0.0,0.0,10.0,0.0,
1214,94.156.218.jad,2017-06-26,00:00:05,0.0,1653857.0,0001193125-17-211650,-index.htm,200.0,7593.0,1.0,0.0,0.0,10.0,0.0,
1215,101.81.133.jja,2017-06-26,00:00:06,0.0,1094810.0,0001144204-17-033856,-index.htm,200.0,6633.0,1.0,0.0,0.0,9.0,0.0,
1216,104.247.35.caa,2017-06-26,00:00:06,0.0,1113169.0,0001127602-16-035372,.txt,200.0,5198.0,0.0,0.0,0.0,10.0,0.0,
1217,104.247.35.caa,2017-06-26,00:00:06,0.0,1113169.0,0001127602-16-035369,.txt,200.0,5207.0,0.0,0.0,0.0,10.0,0.0,
1218,104.247.35.caa,2017-06-26,00:00:06,0.0,1113169.0,0001127602-16-035366,.txt,200.0,5110.0,0.0,0.0,0.0,10.0,0.0,
1219,104.247.35.caa,2017-06-26,00:00:06,0.0,1113169.0,0001127602-16-035362,.txt,200.0,5239.0,0.0,0.0,0.0,10.0,0.0,
1220,107.178.195.aag,2017-06-26,00:00:06,0.0,1068124.0,0000350001-15-002095,-xbrl.zip,404.0,784.0,0.0,0.0,0.0,10.0,1.0,
1221,107.178.195.aag,2017-06-26,00:00:06,0.0,1068124.0,0000350001-15-000598,-xbrl.zip,404.0,784.0,0.0,0.0,0.0,10.0,1.0,
1222,107.178.195.bdh,2017-06-26,00:00:06,0.0,1631596.0,0001631596-17-000008,-xbrl.zip,200.0,334447.0,0.0,0.0,0.0,10.0,0.0,
1223,107.178.195.bdh,2017-06-26,00:00:06,0.0,1589149.0,0000721748-14-000399,-xbrl.zip,404.0,784.0,0.0,0.0,0.0,10.0,1.0,
1224,107.178.195.chj,2017-06-26,00:00:06,0.0,1068124.0,0000350001-15-001282,-xbrl.zip,301.0,680.0,0.0,0.0,0.0,10.0,0.0,
1225,107.178.195.chj,2017-06-26,00:00:06,0.0,1631596.0,0001631596-17-000008,-xbrl.zip,301.0,679.0,0.0,0.0,0.0,10.0,0.0,
1226,107.178.195.chj,2017-06-26,00:00:06,0.0,1068124.0,0000350001-15-002095,-xbrl.zip,301.0,681.0,0.0,0.0,0.0,10.0,0.0,
1227,107.178.195.ijh,2017-06-26,00:00:06,0.0,1068124.0,0000350001-15-000598,-xbrl.zip,301.0,680.0,0.0,0.0,0.0,10.0,0.0,
1228,107.178.195.ijh,2017-06-26,00:00:06,0.0,1589149.0,0000721748-14-000399,-xbrl.zip,301.0,682.0,0.0,0.0,0.0,10.0,0.0,
1229,107.22.225.dea,2017-06-26,00:00:06,0.0,1035443.0,0001035443-17-000108,-index.htm,200.0,7773.0,1.0,0.0,0.0,10.0,0.0,
1230,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-384376,-index.htm,200.0,2868.0,1.0,0.0,0.0,10.0,0.0,
1231,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-09-051128,-index.htm,200.0,2913.0,1.0,0.0,0.0,10.0,0.0,
1232,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-383436,-index.htm,200.0,2821.0,1.0,0.0,0.0,10.0,0.0,
1233,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-05-004505,-index.htm,200.0,2787.0,1.0,0.0,0.0,10.0,0.0,
1234,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-09-037193,-index.htm,200.0,2889.0,1.0,0.0,0.0,10.0,0.0,
1235,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-383468,-index.htm,200.0,2822.0,1.0,0.0,0.0,10.0,0.0,
1236,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-09-046052,-index.htm,200.0,2909.0,1.0,0.0,0.0,10.0,0.0,
1237,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-05-004870,-index.htm,200.0,2780.0,1.0,0.0,0.0,10.0,0.0,
1238,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-384366,-index.htm,200.0,2872.0,1.0,0.0,0.0,10.0,0.0,
1239,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-09-065025,-index.htm,200.0,2918.0,1.0,0.0,0.0,10.0,0.0,
1240,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-05-004873,-index.htm,200.0,2785.0,1.0,0.0,0.0,10.0,0.0,
1241,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-393369,-index.htm,200.0,3043.0,1.0,0.0,0.0,10.0,0.0,
1242,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-09-071963,-index.htm,200.0,2890.0,1.0,0.0,0.0,10.0,0.0,
1243,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-05-004881,-index.htm,200.0,2781.0,1.0,0.0,0.0,10.0,0.0,
1244,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-10-003210,-index.htm,200.0,2889.0,1.0,0.0,0.0,10.0,0.0,
1245,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-410520,-index.htm,200.0,2818.0,1.0,0.0,0.0,10.0,0.0,
1246,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-05-004877,-index.htm,200.0,2784.0,1.0,0.0,0.0,10.0,0.0,
1247,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-10-015234,-index.htm,200.0,2896.0,1.0,0.0,0.0,10.0,0.0,
1248,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0001144204-06-000839,-index.htm,200.0,2652.0,1.0,0.0,0.0,10.0,0.0,
1249,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-411413,-index.htm,200.0,2819.0,1.0,0.0,0.0,10.0,0.0,
1250,107.23.85.jfd,2017-06-26,00:00:06,0.0,1171040.0,0000950123-10-024686,-index.htm,200.0,2890.0,1.0,0.0,0.0,10.0,0.0,
1251,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0000950117-06-000556,-index.htm,200.0,2787.0,1.0,0.0,0.0,10.0,0.0,
1252,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-412197,-index.htm,200.0,2867.0,1.0,0.0,0.0,10.0,0.0,
1253,107.23.85.jfd,2017-06-26,00:00:06,0.0,890493.0,0001193125-12-410265,-index.htm,200.0,2872.0,1.0,0.0,0.0,10.0,0.0,
1254,107.23.85.jfd,2017-06-26,00:00:06,0.0,1081915.0,0001144204-05-040956,-index.htm,200.0,2692.0,1.0,0.0,0.0,10.0,0.0,
1255,115.111.60.idd,2017-06-26,00:00:06,0.0,789460.0,0001628280-17-001482,-index.htm,200.0,12700.0,1.0,0.0,0.0,10.0,0.0,
